Filename,Bad Exposure,Bad Saturation,Noise,Haze,Undesired Blur
4742_20150919_084156_722motionmag_average.jpg,0.4,-0.2,0.25,0.15,0.25
0043_20160919_140921_497e785_interp_adjust_local.jpg,0.3,0.0,0.0,0.0,0.0
1125_20151222_143208_329motionmag_average_adjust_local.jpg,0.25,-0.2,0.2,0.15,0.15
0919_20150904_202209_825e774_adjust.jpg,0.95,-0.4375,0.9,0.2,0.2
0919_20150906_175407_694e785_interp_adjust_local.jpg,0.25,-0.1,0.15,0.15,0.2
0030_20151217_151026_587e774_adjust.jpg,0.3,-0.2,0.15,0.0,0.15
0006_20160726_113546_286naive_average_adjust.jpg,0.1,0.0,0.2,0.15,0.65
0155_20160808_085602_047naive_average.jpg,0.4,-0.25,0.25,0.05,0.2
0094_20150412_172906_649naive_average_adjust.jpg,0.4,-0.2,0.25,0.1,0.2
0155_20160820_152241_396align_average_adjust_local.jpg,0.3,0.3,0.2,0.1,0.15
6G7M_20150404_132524_360e698_adjust_local.jpg,0.35,0.2,0.25,0.0,0.25
0155_20160821_143956_034merged_adjust_local_sat.jpg,0.25,-0.2,0.2,0.0,0.1
4KK2_20150829_145324_449naive_average.jpg,0.75,-0.4,0.25,0.7,0.45
0043_20161020_122534_746e785_interp_adjust_local.jpg,0.25,-0.05,0.25,0.1,0.2
0382_20150924_091012_318merged_adjust_local_exp.jpg,0.45,-0.15,0.05,0.0,0.0
1125_20160227_132823_476naive_average_adjust_local.jpg,0.25,0.25,0.1,0.25,0.2
9dd3_20151219_140827_453naive_average_adjust_local.jpg,0.35,0.0,0.25,0.05,0.2
4KK2_20150822_150109_605e698_adjust.jpg,0.4,-0.1875,0.25,0.1,0.2
47L8_20150630_161445_710e774_adjust.jpg,0.3,0.0,0.6,0.1,0.25
0043_20161007_103059_231e785_interp_adjust_local.jpg,0.45,-0.75,0.0,0.0,0.0
4WBR_20150501_115204_731noise_exp_177.jpg,0.25,-0.15,0.15,0.15,0.1
0382_20150912_125455_388motionmag_average_adjust_local.jpg,0.3,-0.2,0.25,0.05,0.4
0006_20160722_163758_882e774_adjust_local.jpg,0.2,-0.15,0.15,0.1,0.1
0043_20161022_134352_503noise_201.jpg,0.3,0.2,0.2,0.1,0.1
4KK2_20150829_195630_640noise_nlm_sharp_958.jpg,0.3,-0.1,0.45,0.15,0.2
4WBR_20150502_144810_261align_average_adjust_exp.jpg,0.35,-0.4,0.2,0.05,0.2
0043_20161031_193151_078noise_nlm_sharp_1575.jpg,0.5,0.0,0.4,0.0,0.45
33TJ_20150811_142612_873align_average_adjust.jpg,0.35,0.2,0.25,0.2,0.25
0006_20160722_161419_755e698_adjust.jpg,0.5,0.15,0.2,0.2,0.0
4KK2_20150910_145901_288e785_interp_adjust.jpg,0.25,-0.1,0.1,0.1,0.15
0155_20160730_145721_923naive_average.jpg,0.3,-0.15,0.25,0.1,0.2
0382_20150924_092634_617noise_nlm_sharp_330.jpg,0.4,-0.45,0.2,0.0,0.15
0030_20151008_090103_320align_average_adjust_local.jpg,0.25,0.25,0.2,0.15,0.2
0382_20150924_092321_999noise_458.jpg,0.4,-0.2,0.25,0.0,0.25
0009_20160703_170758_133align_average_adjust_exp.jpg,0.4,-0.2,0.15,0.05,0.2
1125_20160306_143605_623motionmag_average_adjust.jpg,0.3,-0.25,0.35,0.2,0.2
5a9e_20141006_155135_251e774_adjust_local.jpg,0.35,0.0,0.25,0.05,0.25
33TJ_20150607_025432_064e698_adjust_local.jpg,0.4,-0.15,0.25,0.1,0.2
1125_20151229_185037_826naive_average_adjust.jpg,0.25,-0.05,0.2,0.0,0.1
0127_20161030_123027_668e774_adjust.jpg,0.5,0.05,0.0,0.0,0.0
5066_20160413_165856_637naive_average.jpg,0.2,0.0,0.15,0.05,0.2
0919_20150906_181049_001e698_adjust_local.jpg,0.4,-0.3125,0.25,0.1,0.2
0039_20141009_184915_376naive_average_adjust_local.jpg,0.45,0.0,0.4,0.4,0.7
0218_20141031_190904_815merged_adjust_local_exp.jpg,0.8,-0.75,0.9,0.0,0.25
0043_20161006_105419_277merged_adjust_local_exp.jpg,0.4,0.1,0.25,0.1,0.2
c1b1_20150408_152445_970naive_average.jpg,0.45,0.25,0.2,0.1,0.35
33TJ_20150820_172914_340e774_adjust.jpg,0.25,-0.35,0.2,0.6875,0.2
4WBR_20150502_130853_342e774_adjust.jpg,0.4,-0.05,0.15,0.1,0.45
0155_20160927_151322_855motionmag_average.jpg,0.35,-0.5,0.15,0.05,0.1
0043_20160825_173843_407e774_adjust_local.jpg,0.25,0.15,0.25,0.15,0.25
5a9e_20141006_122949_491e774_adjust_local.jpg,0.35,0.1875,0.25,0.05,0.2
5066_20160726_113513_918align_average.jpg,0.25,-0.05,0.25,0.05,0.25
0039_20141007_155102_668naive_average_adjust.jpg,0.5,-0.4375,0.25,0.15,0.3
0043_20161007_115625_540motionmag_average_adjust_local.jpg,0.2,0.0,0.2,0.35,0.5
c1b1_20150408_152919_339merged_adjust_local_exp.jpg,0.35,0.05,0.25,0.0,0.2
0830_20151031_153519_299motionmag_average_adjust_local.jpg,0.35,0.1875,0.25,0.1,0.25
6G7M_20150403_160129_600naive_average_adjust.jpg,0.3,-0.1,0.25,0.15,0.25
JN34_20150319_184251_978motionmag_average_adjust.jpg,0.25,0.15,0.25,0.35,0.25
4WBR_20150502_144130_835motionmag_average_adjust_awb.jpg,0.55,-0.05,0.0,0.1,0.4
0094_20150411_150208_053e698_adjust_local.jpg,0.3,0.2,0.3,0.0,0.2
0382_20150916_193918_966align_average_adjust.jpg,0.45,-0.3,0.2,0.3,0.2
0030_20151213_163452_377e698_adjust_local.jpg,0.5,0.125,0.25,0.25,0.2
0039_20141007_160252_163merged_adjust_local_exp.jpg,0.25,0.05,0.25,0.35,0.25
0155_20161002_143203_533noise_adjust_293.jpg,0.35,-0.2,0.25,0.0,0.2
1125_20151201_120649_241e774_adjust.jpg,0.25,-0.05,0.3,0.05,0.2
4WBR_20150501_202404_164align_average_adjust_local.jpg,0.25,0.25,0.6,0.1,0.7
6G7M_20150307_163855_834align_average.jpg,0.25,-0.25,0.3,0.25,0.25
5066_20151225_192323_351noise_nlm_sharp_exp_322.jpg,0.45,-0.25,0.3,0.0,0.25
4WBR_20150502_140042_627naive_average_adjust_local.jpg,0.3,-0.2,0.3,0.2,0.45
4742_20150918_192457_161motionmag_average_adjust_local.jpg,0.25,0.15,0.25,0.25,0.4
33TJ_20150612_205759_096noise_adjust4_1052.jpg,0.25,-0.15,0.35,0.1,0.2
6G7M_20150404_110815_486motionmag_average_adjust.jpg,0.2,-0.05,0.2,0.1,0.3
0080_20141031_192233_796e698_adjust.jpg,0.5,-0.25,0.25,0.05,0.25
0030_20151121_161242_822merged_adjust_local_exp.jpg,0.3,-0.3,0.15,0.2,0.15
0244_20151010_161053_787merged_adjust_local_sat.jpg,0.3,0.05,0.1,0.15,0.1
33TJ_20150623_154412_117align_average_adjust_exp.jpg,0.35,-0.05,0.25,0.0,0.2
1125_20151201_113231_331noise_253.jpg,0.6,0.0,0.3,0.05,0.15
1125_20151229_165337_725e774_adjust.jpg,0.2,-0.1,0.15,0.4,0.2
0244_20151011_125939_846naive_average_adjust.jpg,0.25,0.05,0.15,0.1,0.1
6G7M_20150326_063255_979noise_exp_3840.jpg,0.55,-0.5,0.75,0.0,0.25
4WBR_20150428_173130_981e774_adjust.jpg,0.35,-0.25,0.2,0.0,0.15
0919_20150907_115008_747motionmag_average_adjust_local.jpg,0.35,-0.05,0.25,0.0,0.2
9bf4_20150822_102858_566e785_interp_adjust.jpg,0.25,0.15,0.25,0.2,0.25
0009_20160703_170423_902e785_interp_adjust.jpg,0.2,0.0,0.25,0.1,0.25
0919_20150906_230456_497merged_adjust_local_exp.jpg,0.25,0.3,0.2,0.0,0.2
47L8_20150504_201808_134e774_adjust.jpg,0.5,-0.5,0.3,0.0,0.25
0043_20161005_160413_372align_average.jpg,0.3,-0.1,0.25,0.05,0.3
0009_20160703_180351_837e774_adjust_local.jpg,0.25,-0.25,0.25,0.35,0.2
1125_20151231_125212_198e698_adjust_local.jpg,0.25,0.25,0.2,0.2,0.2
9bf4_20150824_203920_301e785_interp_adjust.jpg,0.3,-0.15,0.15,0.0,0.05
0272_20151216_001142_863motionmag_average_adjust.jpg,0.9,0.5,0.9,0.0,1.0
33TJ_20150613_095013_546e698_adjust_local.jpg,0.2,0.05,0.15,0.15,0.15
4WBR_20150501_202404_164align_average_adjust_exp.jpg,0.4,-0.3,0.2,0.0,0.75
4WBR_20150503_180007_325e785_interp_adjust_local.jpg,0.35,-0.1,0.25,0.15,0.25
33TJ_20150629_213621_720align_average_adjust_local.jpg,0.4,-0.2,0.65,0.05,0.55
9bf4_20150820_211653_358noise_nlm_sharp_adjust_local_1705.jpg,0.3,0.25,0.15,0.05,0.2
6G7M_20150411_183803_226motionmag_average_adjust_exp.jpg,0.45,-0.4,0.25,0.0,0.3
0043_20161004_203029_647noise_awb_416.jpg,0.6,0.1875,0.3,0.0,0.2
33TJ_20150821_115034_013motionmag_average_adjust_exp.jpg,0.4,-0.25,0.2,0.15,0.3
5a9e_20150403_201424_122noise_2925.jpg,0.4,-0.15,0.6,0.0,0.35
6FHF_20150307_151040_297naive_average_adjust.jpg,0.3,-0.25,0.2,0.05,0.15
1125_20160220_151103_456align_average_adjust_local.jpg,0.3,-0.15,0.3,0.1,0.2
J6VL_20150918_191941_627motionmag_average_adjust.jpg,0.6,-0.25,0.3,0.15,0.25
0030_20151217_215916_048naive_average_adjust_local.jpg,0.35,-0.2,0.3,0.05,0.2
5a9e_20150404_143347_471align_average.jpg,0.25,-0.15,0.3,0.1,0.4
5066_20160413_172643_472motionmag_average_adjust_local.jpg,0.3,0.05,0.25,0.0,0.3
1125_20151231_133534_182motionmag_average.jpg,0.3,0.15,0.15,0.15,0.45
33TJ_20150612_201525_012merged_adjust_local_exp.jpg,0.35,-0.05,0.3,0.2,0.25
5a9e_20150328_180322_431merged_adjust_local_exp.jpg,0.3,-0.15,0.25,0.1,0.2
4KK2_20150910_145708_024e698_adjust.jpg,0.1,-0.15,0.15,0.15,0.0
4KK2_20150905_191544_864naive_average_adjust.jpg,0.3,0.35,0.2,0.2,0.2
6G7M_20150403_180635_147e785_interp_adjust.jpg,0.4,-0.1,0.35,0.0,0.2
4WBR_20150513_010118_129e774_adjust.jpg,0.7,-0.5,0.95,0.1,0.35
0919_20150906_191840_650noise_exp_278.jpg,0.5,-0.4375,0.15,0.2,0.15
0009_20160712_114644_247naive_average.jpg,0.35,-0.15,0.25,0.0,0.2
0272_20160515_130708_549e785_interp_adjust.jpg,0.3,-0.2,0.3,0.05,0.2
33TJ_20150731_221900_339naive_average.jpg,0.3,0.35,0.35,0.2,0.3
6G7M_20150328_191608_226align_average_adjust.jpg,0.55,-0.15,0.25,0.2,0.25
0155_20160820_152241_396align_average_adjust_exp.jpg,0.25,-0.15,0.25,0.2,0.25
5a9e_20141009_121957_175e785_interp_adjust.jpg,0.2,-0.2,0.2,0.25,0.2
0043_20160918_180213_814align_average.jpg,0.4,-0.3,0.25,0.0,0.1
1125_20151215_135916_425noise_adjust_639.jpg,0.45,-0.15,0.25,0.0,0.0
0043_20160827_171946_186e774_adjust_local.jpg,0.35,-0.1875,0.25,0.1,0.25
0155_20160927_142033_473noise_nlm_sharp_adjust_local_459.jpg,0.2,-0.1,0.15,0.1,0.1
c1b1_20150312_133509_010motionmag_average_adjust.jpg,0.15,-0.25,0.2,0.0,1.0
0155_20160904_112248_837naive_average_adjust.jpg,0.2,-0.15,0.3,0.15,0.15
6G7M_20150403_154527_755noise_nlm_sharp_742.jpg,0.4,0.05,0.2,0.0,0.15
J6VL_20150312_142943_533motionmag_average_adjust_exp.jpg,0.35,-0.05,0.25,0.15,0.4
1125_20151231_123826_650motionmag_average_adjust.jpg,0.35,0.05,0.2,0.0,0.1
6G7M_20150307_164033_026naive_average_adjust.jpg,0.25,0.25,0.25,0.2,0.25
0030_20151008_091635_809naive_average_adjust.jpg,0.45,-0.1,0.3,0.15,0.35
6FHF_20150331_114418_018merged_adjust_local.jpg,0.4,-0.2,0.25,0.0,0.25
0830_20151031_160952_802motionmag_average_adjust.jpg,0.4,-0.25,0.25,0.0,0.3
6G7M_20150408_213725_267noise_adjust_3840.jpg,0.5,-0.2,0.5,0.0,0.25
4KK2_20150818_162028_539e774_adjust.jpg,0.25,-0.1,0.15,0.25,0.15
4KK2_20150906_191912_450align_average.jpg,0.35,-0.05,0.2,0.1,0.2
5a9e_20141005_135653_367align_average_adjust_local.jpg,0.4,0.05,0.25,0.05,0.25
6G7M_20150307_171305_444motionmag_average_adjust_exp.jpg,0.3,-0.05,0.2,0.0,0.35
47L8_20150503_152014_895align_average.jpg,0.4,0.375,0.25,0.05,0.1
0155_20160810_215955_170e785_interp_adjust_local.jpg,0.35,-0.2,0.25,0.0,0.2
0155_20160911_124638_006e785_interp_adjust.jpg,0.3,0.05,0.15,0.05,0.05
0043_20160825_141342_746motionmag_average_adjust_awb.jpg,0.35,-0.3,0.2,0.05,0.15
33TJ_20150626_164139_926e698_adjust_local.jpg,0.3,0.05,0.2,0.0,0.1
0043_20161007_133302_851e698_adjust_local.jpg,0.25,0.2,0.0,0.0,0.0
0127_20161105_122459_148e774_adjust_local.jpg,0.35,0.15,0.2,0.0,0.15
0127_20161018_111445_182noise_335.jpg,0.7,-0.2,1.0,0.0,0.0
33TJ_20150721_140649_708naive_average_adjust.jpg,0.55,-0.35,0.35,0.0,0.45
6G7M_20150411_125448_583e785_interp_adjust_local.jpg,0.25,-0.2,0.2,0.0,0.2
33TJ_20150721_140649_708e774_adjust.jpg,0.3,-0.1,0.35,0.15,0.2
33TJ_20150721_134354_428e785_interp_adjust_local.jpg,0.4,-0.3,0.25,0.15,0.2
0382_20150912_115650_161align_average_adjust.jpg,0.2,-0.2,0.0,0.0,0.0
0043_20160826_183912_583merged_adjust_local.jpg,0.45,-0.2,0.15,0.2,0.1
5a9e_20150207_134650_962merged_adjust_local_sat.jpg,0.25,0.15,0.2,0.0,0.2
0382_20150924_101952_099merged_adjust_local_exp.jpg,0.35,0.15,0.25,0.05,0.1
0543_20150917_181335_316naive_average_adjust.jpg,0.75,-0.75,0.1,0.0,0.2
1125_20151231_123406_793e785_interp_adjust_local.jpg,0.35,0.15,0.2,0.05,0.1
0919_20150905_213217_517e785_interp_adjust.jpg,0.3,-0.05,0.2,0.0,0.15
6G7M_20150324_215257_828align_average_adjust.jpg,0.55,0.4166666666666667,0.35,0.1,0.25
0155_20160910_232121_397noise_nlm_sharp_870.jpg,0.4,0.16666666666666666,0.35,0.05,0.2
0830_20151121_205401_845noise_356.jpg,0.55,0.1875,0.2,0.05,0.2
0382_20150919_144537_739e698_adjust.jpg,0.35,-0.15,0.25,0.05,0.2
0039_20141009_185106_042motionmag_average_adjust_local.jpg,0.55,-0.5,0.45,0.35,0.8
0030_20151024_233532_183noise_adjust4_561.jpg,0.3,-0.45,0.75,0.1,0.2
33TJ_20150607_031028_171e774_adjust.jpg,0.3,-0.1,0.25,0.0,0.2
0037_20160717_142030_445e785_interp_adjust_local.jpg,0.25,0.25,0.2,0.0,0.2
0006_20160730_162019_373motionmag_average_adjust_awb.jpg,0.25,0.1,0.25,0.0,0.35
0919_20150906_190430_014e785_interp_adjust_local.jpg,0.2,0.1,0.25,0.0,0.1
1125_20151229_175611_751noise_adjust_local_192.jpg,0.3,-0.05,0.25,0.05,0.1
0272_20151215_235428_816noise_adjust_972.jpg,0.9,-0.75,0.85,0.0,0.0
4WBR_20150503_180007_325naive_average_adjust.jpg,0.3,-0.25,0.25,0.05,0.3
0127_20161105_180805_785naive_average_adjust.jpg,0.45,-0.35,0.3,0.2,0.3
5066_20160416_114622_891align_average_adjust_local.jpg,0.25,0.3,0.25,0.1,0.25
4KK2_20150910_145503_709e774_adjust_local.jpg,0.25,0.3,0.2,0.15,0.2
1125_20151229_183311_236e698_adjust.jpg,0.35,-0.15,0.25,0.05,0.1
bee7_20150829_124655_015motionmag_average.jpg,0.3,-0.2,0.25,0.1,0.25
bee7_20150829_134936_003e698_adjust_local.jpg,0.2,0.25,0.2,0.15,0.15
0043_20161006_111010_465e698_adjust_local.jpg,0.35,0.05,0.25,0.05,0.25
c1b1_20150311_113107_851noise_nlm_sharp_779.jpg,0.35,-0.1,0.2,0.0,0.3
0043_20161004_205807_357merged_adjust_local_exp.jpg,0.35,0.3,0.3,0.0,0.15
0089_20160630_132028_847motionmag_average_adjust.jpg,0.25,-0.2,0.05,0.0,0.3
33TJ_20150612_213110_729noise_nlm_sharp_555.jpg,0.55,0.4166666666666667,0.25,0.2,0.3
6G7M_20150415_135009_426e698_adjust.jpg,0.35,-0.2,0.25,0.05,0.25
4KK2_20150823_142209_162naive_average_adjust.jpg,0.4,-0.05,0.2,0.05,0.1
0043_20160927_220211_412align_average_adjust_awb.jpg,0.5,-0.25,0.25,0.0,0.0
33TJ_20150723_154227_435e698_adjust.jpg,0.4,-0.1,0.2,0.0,0.1
5a9e_20141006_132446_568e774_adjust_local.jpg,0.35,0.1875,0.25,0.05,0.2
J6ZC_20150408_152750_288noise_adjust_235.jpg,0.3,0.15,0.35,0.1,0.2
33TJ_20150613_091626_644align_average.jpg,0.25,-0.15,0.3,0.05,0.25
0382_20150919_131054_676naive_average.jpg,0.45,-0.35,0.3,0.3,0.25
6FHF_20150303_171735_940merged_adjust_local.jpg,0.3,0.15,0.25,0.05,0.2
33TJ_20150614_232449_290noise_adjust_local_581.jpg,0.3,0.15,0.45,0.2,0.25
0155_20160922_171111_858naive_average_adjust_local.jpg,0.25,0.25,0.4,0.0,0.25
1125_20151219_151921_064e698_adjust_local.jpg,0.3,-0.1,0.1,0.05,0.15
J6VL_20150312_193013_027merged_adjust_local_exp.jpg,0.5,-0.4,0.25,0.0,0.2
1125_20151223_141115_797e698_adjust.jpg,0.25,-0.35,0.0,0.4,0.0
33TJ_20150810_162835_319align_average_adjust_local.jpg,0.35,-0.05,0.3,0.1,0.25
0039_20141007_153327_217align_average.jpg,0.5,-0.5,0.0,0.45,0.5
0127_20161023_104214_390e698_adjust_local.jpg,0.45,-0.2,0.25,0.25,0.25
4742_20150919_084829_147e698_adjust_local.jpg,0.4,0.2,0.2,0.05,0.15
0043_20160830_192337_566e774_adjust.jpg,0.4,-0.15,0.2,0.1,0.2
1125_20151223_130748_269e774_adjust.jpg,0.35,-0.05,0.25,0.2,0.25
0919_20150910_150447_425e774_adjust_local.jpg,0.3,0.3,0.25,0.05,0.2
1125_20151231_124309_717e774_adjust_local.jpg,0.3,-0.05,0.25,0.15,0.2
33TJ_20150820_175820_861naive_average_adjust_local.jpg,0.35,0.0,0.2,0.4,0.3
bee7_20150829_151740_448e698_adjust.jpg,0.2,-0.1,0.2,0.25,0.15
1125_20160312_161508_367e698_adjust_local.jpg,0.25,-0.15,0.3,0.1,0.2
5a9e_20141006_102246_788merged_adjust_local_exp.jpg,0.25,0.15,0.2,0.1,0.2
4KK2_20150818_113752_058naive_average_adjust.jpg,0.25,0.15,0.3,0.0,0.25
4KK2_20150718_142209_198merged_adjust_local_sat.jpg,0.35,0.1,0.2,0.0,0.1
0382_20150924_094527_657noise_nlm_sharp_adjust_566.jpg,0.2,0.1,0.2,0.05,0.1
4WBR_20150501_125355_060noise_adjust_local_317.jpg,0.35,0.0,0.25,0.0,0.25
JN34_20150328_181615_759motionmag_average.jpg,0.35,-0.4,0.3,0.1,0.2
4742_20150918_130753_206e785_interp_adjust.jpg,0.25,0.1,0.35,0.1,0.15
1125_20151226_204606_484e698_adjust_local.jpg,0.45,-0.35,0.0,0.0,0.0
0919_20150906_135838_708motionmag_average_adjust.jpg,0.35,-0.2,0.35,0.1,0.25
0039_20141007_192430_456e774_adjust_local.jpg,0.3,0.1,0.65,0.15,0.35
5066_20160724_121618_110e785_interp_adjust_local.jpg,0.1,-0.05,0.0,0.0,0.0
0039_20141009_173824_504e698_adjust_local.jpg,0.3,0.1,0.0,0.2,0.2
33TJ_20150810_191812_300merged_adjust_local_exp.jpg,0.5,-0.3,0.25,0.05,0.15
0155_20160910_224959_832noise_nlm_sharp_1174.jpg,0.4,0.16666666666666666,0.35,0.1,0.2
0919_20150905_185601_046merged_adjust_local.jpg,0.25,0.25,0.3,0.05,0.25
6G7M_20150307_143446_533e774_adjust.jpg,0.3,-0.15,0.15,0.0,0.15
1125_20151219_152232_369naive_average_adjust.jpg,0.5,-0.4,0.3,0.0,0.2
0919_20150904_154147_996align_average_adjust_local.jpg,0.3,0.15,0.25,0.1,0.15
0039_20141007_173853_409motionmag_average_adjust.jpg,0.25,-0.45,0.0,0.0,0.5
62CL_20150215_163430_466e698_adjust.jpg,0.2,-0.15,0.15,0.05,0.15
4KK2_20150910_141557_873noise_adjust_local_243.jpg,0.4,-0.1875,0.25,0.0,0.2
6G7M_20150403_174605_886noise_nlm_sharp_adjust_129.jpg,0.35,0.0,0.25,0.0,0.2
0006_20160726_110531_321naive_average_adjust.jpg,0.3,-0.15,0.55,0.2,0.65
5a9e_20141005_135653_367e698_adjust_local.jpg,0.2,0.15,0.05,0.0,0.0
bee7_20150818_172208_763merged_adjust_local_sat.jpg,0.3,-0.25,0.2,0.0,0.1
0094_20150412_165352_172merged_adjust_local.jpg,0.35,0.25,0.25,0.2,0.3
0047_20160531_114042_487e785_interp_adjust_local.jpg,0.25,-0.1,0.3,0.0,0.2
6FHF_20150303_114042_939e774_adjust.jpg,0.35,0.0,0.2,0.0,0.1
0030_20151111_114535_148align_average_adjust.jpg,0.2,-0.2,0.1,0.15,0.1
0382_20150919_131943_962motionmag_average.jpg,0.3,-0.05,0.25,0.25,0.3
6G7M_20150404_000817_536e698_adjust.jpg,0.25,-0.4,0.25,0.0,0.2
0030_20151217_215525_712e785_interp_adjust.jpg,0.55,-0.5,0.35,0.05,0.25
1125_20151229_143459_244e774_adjust_local.jpg,0.25,0.4,0.0,0.25,0.0
9bf4_20150824_211843_060e774_adjust_local.jpg,0.3,0.4375,0.5,0.05,0.15
33TJ_20150821_191056_926e698_adjust_local.jpg,0.55,-0.4375,0.25,0.05,0.25
0039_20141009_145444_968naive_average.jpg,0.5,-0.5,0.0,0.15,0.2
33TJ_20150812_141659_611motionmag_average_adjust.jpg,0.3,-0.05,0.25,0.0,0.25
1125_20151229_132002_903e698_adjust.jpg,0.25,0.1,0.25,0.1,0.25
6G7M_20150307_163447_739align_average.jpg,0.25,-0.2,0.2,0.1,0.4
1125_20151227_130100_545motionmag_average_adjust.jpg,0.3,-0.3,0.15,0.25,0.15
0006_20160726_105942_902merged_adjust_local_exp.jpg,0.5,0.25,0.15,0.6,0.2
0030_20151007_174253_196merged_adjust_local_exp.jpg,0.4,-0.15,0.3,0.1,0.25
5a9e_20150328_171926_643align_average.jpg,0.5,-0.2,0.2,0.0,0.2
0039_20141007_151008_105motionmag_average_adjust_exp.jpg,1.0,-0.5,0.0,0.0,0.75
0043_20161007_160003_386naive_average_adjust_local.jpg,0.35,-0.05,0.25,0.1,0.2
33TJ_20150812_151842_736e698_adjust_local.jpg,0.2,-0.05,0.25,0.2,0.15
0919_20150906_193146_584e785_interp_adjust_local.jpg,0.25,0.05,0.25,0.2,0.25
0006_20160727_185921_651align_average.jpg,0.35,-0.4375,0.25,0.05,0.2
0009_20160703_170758_133noise_nlm_sharp_188.jpg,0.3,-0.05,0.25,0.1,0.2
0919_20150906_132311_466e698_adjust.jpg,0.35,-0.2,0.3,0.05,0.2
1125_20151222_143208_329e774_adjust.jpg,0.25,-0.4,0.0,0.5,0.0
1125_20151229_165337_725align_average_adjust_awb.jpg,0.2,0.0,0.25,0.3,0.25
33TJ_20150628_162357_341e698_adjust.jpg,0.35,-0.2,0.45,0.0,0.0
6G7M_20150411_131917_938motionmag_average_adjust_local.jpg,0.5,-0.4,0.2,0.0,0.35
6FHF_20150307_135941_723align_average_adjust_local.jpg,0.35,-0.25,0.2,0.05,0.2
1125_20151230_224144_527e785_interp_adjust_local.jpg,0.5,-0.35,0.25,0.0,0.0
0089_20160630_132028_847naive_average_adjust_local.jpg,0.25,0.25,0.3,0.05,0.4
0543_20150918_154839_927align_average_adjust.jpg,0.35,0.0,0.25,0.15,0.2
0155_20161002_145356_584e698_adjust.jpg,0.35,0.0,0.25,0.1,0.1
0272_20160521_145855_568e774_adjust.jpg,0.2,-0.2,0.0,0.2,0.0
0039_20141009_154827_107align_average.jpg,0.45,-0.4375,0.2,0.05,0.25
0218_20141102_152013_042align_average_adjust_local.jpg,0.35,-0.2,0.2,0.0,0.25
0043_20161007_160725_943e698_adjust_local.jpg,0.35,-0.05,0.25,0.1,0.2
0009_20160703_180351_837motionmag_average.jpg,0.2,-0.15,0.25,0.3,0.2
4WBR_20150503_182847_089merged_adjust_local_exp.jpg,0.3,-0.15,0.2,0.0,0.15
0155_20161002_145356_584e698_adjust_local.jpg,0.45,0.2,0.2,0.1,0.1
0037_20160717_174150_381e774_adjust.jpg,0.3,-0.3,0.3,0.3,0.25
4KK2_20150818_172058_316e785_interp_adjust_local.jpg,0.25,0.0,0.2,0.1,0.15
0543_20150918_143723_450motionmag_average_adjust.jpg,0.4,0.0,0.25,0.3,0.25
0218_20141101_214150_749align_average_adjust.jpg,0.35,0.4375,0.2,0.1,0.15
0037_20160716_095305_361motionmag_average_adjust_local.jpg,0.3,0.05,0.25,0.05,0.4
c1b1_20150408_153645_853e774_adjust_local.jpg,0.25,0.25,0.25,0.1,0.25
5066_20160413_165339_533e785_interp_adjust_local.jpg,0.25,-0.25,0.3,0.2,0.25
0032_20160918_074038_861naive_average_adjust_local.jpg,0.05,0.0,0.0,0.1,0.5
0009_20160702_085725_169align_average_adjust.jpg,0.35,0.4375,0.2,0.0,0.1
0919_20150909_144810_798e785_interp_adjust.jpg,0.3,0.05,0.15,0.0,0.05
4WBR_20150428_185814_252e698_adjust_local.jpg,0.2,0.0,0.15,0.0,0.0
0155_20160731_130347_204e785_interp_adjust_local.jpg,0.2,0.0,0.15,0.15,0.15
5066_20160724_121618_110naive_average_adjust_local.jpg,0.35,0.25,0.25,0.1,0.2
c1b1_20150408_202032_222merged_adjust_local_sat.jpg,0.4,-0.15,0.45,0.0,0.2
c1b1_20150312_205159_315noise_adjust_local_303.jpg,0.35,0.2,0.25,0.1,0.25
0009_20160702_115628_380e785_interp_adjust_local.jpg,0.25,-0.1,0.2,0.2,0.15
0218_20141102_112206_242motionmag_average.jpg,0.25,0.1,0.25,0.05,0.35
4KK2_20150906_230701_118merged_adjust_local_exp.jpg,0.35,-0.2,0.25,0.0,0.2
0039_20141005_140151_779motionmag_average_adjust_exp.jpg,0.55,0.3125,0.25,0.15,0.25
5066_20160722_105740_483align_average_adjust.jpg,0.25,0.25,0.25,0.2,0.25
0039_20141007_191809_800e785_interp_adjust.jpg,0.3,0.15,0.25,0.15,0.25
0043_20161005_212218_954noise_nlm_sharp_1296.jpg,0.45,-0.35,0.4,0.05,0.2
0830_20151107_165912_912naive_average.jpg,0.35,-0.4,0.25,0.05,0.15
1125_20160227_132823_476e698_adjust.jpg,0.2,0.1,0.1,0.15,0.15
0030_20151213_150700_059merged_adjust_local.jpg,0.35,0.05,0.25,0.25,0.2
0043_20160830_112743_395naive_average_adjust.jpg,0.25,0.0,0.3,0.25,0.35
6FHF_20150307_125250_991merged_adjust_local.jpg,0.35,0.3125,0.25,0.05,0.25
4KK2_20150814_181341_173e774_adjust_local.jpg,0.25,0.15,0.3,0.45,0.3
33TJ_20150822_183844_890e785_interp_adjust.jpg,0.3,-0.35,0.15,0.6,0.2
bee7_20150829_151427_286motionmag_average_adjust.jpg,0.35,-0.2,0.25,0.25,0.25
1125_20151231_125344_356e774_adjust.jpg,0.3,-0.25,0.2,0.0,0.15
